condition,mental illness,difficulty changing,desired change,genes,punishment,control,wrongness,internal distress,common,politics
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,4,4,4,1,1,5,20,1
gay,4,4,4,4,4,4,3,4,44,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,2,4,4,2,1,3,22,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,3,7,4,2,1,7,10,3
gay,1,7,1,7,4,1,1,1,35,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,1,5,4,1,1,4,60,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,2,6,2,6,4,2,2,2,9,4
gay,1,7,1,7,4,1,1,5,50,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,4,2,2,1,4,7,7,5,15,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,1,7,4,1,1,2,40,2
gay,3,5,5,2,4,5,6,5,13,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,5,4,1,4,5,7,3,30,6
gay,5,3,1,1,4,5,7,4,5,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,2,5,3,4,2,2,3,5,46,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,1,7,4,1,1,2,30,1
gay,2,4,6,3,4,5,6,3,15,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,4,2,1,4,7,7,3,13,4
gay,1,7,1,6,4,2,1,1,34,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,4,7,4,1,1,4,30,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,4,7,4,5,4,4,4,6,10,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,3,4,4,2,1,4,25,3
gay,1,7,1,7,4,1,1,2,30,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,3,4,4,1,1,5,40,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,2,6,4,1,1,2,11,1
gay,4,4,4,1,4,4,4,4,4,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,4,4,1,1,5,30,2
gay,4,3,5,4,4,6,4,3,61,6
gay,1,7,1,4,4,7,1,2,28,1
gay,1,7,3,4,4,1,1,3,33,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,3,4,2,1,4,5,6,6,15,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,5,2,2,4,7,6,5,40,4
gay,4,4,2,4,5,3,3,4,11,4
gay,1,7,2,7,4,1,1,2,55,2
gay,1,6,2,5,4,2,1,4,23,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,2,6,4,1,1,2,15,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,4,4,1,1,4,30,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,5,4,5,5,4,3,5,3,20,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,7,7,4,3,4,2,7,3,3,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,6,4,5,4,2,1,5,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,4,1,4,1,1,5,29,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,1,1,4,1,1,3,40,3
gay,2,4,3,3,3,4,4,4,9,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,1,1,1,7,4,1,7,20,2
gay,2,7,4,6,4,2,2,5,15,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,2,6,4,2,1,4,35,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,2,7,6,6,4,2,2,7,4,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,3,5,2,4,4,2,4,3,15,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,1,6,4,1,1,5,20,1
gay,1,7,1,4,4,3,1,4,30,4
gay,1,7,1,4,4,1,1,2,12,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,1,4,4,3,1,3,30,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,2,7,5,4,4,1,1,5,10,2
gay,1,7,5,4,4,3,1,6,10,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,1,6,4,1,1,1,30,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,1,4,4,1,1,2,19,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,1,7,4,1,1,1,20,3
gay,1,5,1,1,4,7,1,1,40,4
gay,1,7,1,4,4,1,1,2,20,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,6,6,7,4,1,4,7,5,5
gay,7,1,4,1,4,7,7,1,20,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,5,4,1,1,1,15,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,7,4,1,1,1,30,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,2,6,4,5,4,4,2,5,4,4
gay,4,7,1,2,4,3,4,1,15,6
gay,6,4,3,5,3,6,5,4,51,6
gay,2,7,2,6,4,2,2,5,7,6
gay,7,7,1,1,7,7,7,7,40,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,2,6,4,5,4,1,2,1,47,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,7,6,6,6,6,7,7,6,71,6
gay,1,7,4,5,4,6,1,7,75,2
gay,3,3,3,3,2,2,3,3,79,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,4,7,3,7,4,1,4,4,5,4
gay,7,5,3,1,7,7,7,7,1,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,6,2,6,4,2,1,6,NA,5
gay,1,7,1,5,4,1,1,4,32,3
gay,7,1,1,7,4,1,7,1,10,6
gay,1,7,1,3,4,1,1,1,30,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,7,3,6,3,6,5,6,7,62,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,2,7,4,7,4,1,2,4,20,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,4,4,4,4,4,4,4,4,21,4
gay,1,7,1,2,4,1,1,7,40,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,4,6,2,5,2,3,3,7,12,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,4,5,5,5,6,4,5,5,77,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,4,6,4,1,2,3,30,6
gay,1,7,2,4,4,1,1,4,15,1
gay,1,6,2,4,4,6,4,2,30,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,1,1,4,1,1,3,4,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,2,7,4,3,4,1,1,5,8,6
gay,1,7,5,5,4,2,1,1,3,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,2,1,4,6,6,4,4,2
gay,1,7,1,1,4,6,7,1,53,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,3,4,4,1,1,3,15,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,1,1,4,1,1,1,10,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,1,4,1,4,1,25,3
gay,1,6,3,5,4,2,3,3,10,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,3,4,3,2,4,5,5,4,15,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,5,5,4,1,4,4,4,5,3,6
gay,4,5,5,3,2,3,4,4,25,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,2,7,4,5,4,2,2,4,8,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,2,5,4,2,1,4,30,2
gay,3,7,2,6,4,1,1,3,6,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,1,3,4,7,1,4,40,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,1,7,4,1,1,2,10,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,3,5,4,1,1,4,40,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,4,4,4,1,1,5,35,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,2,6,4,5,4,3,2,5,16,3
gay,1,7,1,3,4,2,1,2,20,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,2,6,4,1,1,4,10,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,6,6,6,7,6,5,6,6,70,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,3,7,4,1,1,4,17,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,1,1,4,1,1,4,50,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,2,7,4,1,1,5,38,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,1,4,1,1,4,25,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,4,6,4,1,1,4,30,2
gay,1,6,4,1,4,2,1,4,30,4
gay,1,7,2,1,4,2,2,3,5,5
gay,1,7,4,6,4,1,2,5,20,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,2,5,4,1,1,3,35,1
gay,3,7,3,6,4,2,1,6,20,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,2,1,4,1,1,4,30,4
gay,1,7,4,4,4,6,4,5,40,6
gay,4,4,4,5,4,3,4,5,75,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,5,4,3,3,4,4,5,5,22,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,6,2,6,4,2,1,6,15,2
gay,1,7,4,7,4,1,1,4,30,1
gay,1,6,2,4,4,4,1,4,39,6
gay,1,7,1,1,4,1,1,5,30,6
gay,3,5,5,3,4,4,3,4,26,6
gay,1,4,4,1,4,6,1,2,23,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,1,4,4,1,1,1,40,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,3,4,1,1,4,43,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,4,5,4,1,1,3,4,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,4,7,4,1,1,5,25,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,1,1,4,1,1,5,10,2
gay,1,7,1,1,4,2,2,2,30,5
gay,1,6,3,5,4,2,2,5,10,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,1,7,4,1,1,1,20,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,7,6,4,1,1,7,25,6
gay,2,3,3,1,1,5,1,3,20,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,2,6,1,7,4,4,1,3,28,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,5,6,5,6,5,5,4,5,65,2
gay,1,6,4,4,4,4,1,4,7,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,1,4,4,2,1,2,7,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,6,2,2,4,2,1,3,22,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,2,5,3,2,4,2,3,6,18,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,3,7,2,5,4,1,1,1,15,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,2,3,4,3,4,3,2,2,6,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,3,6,1,4,4,3,1,5,10,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,3,2,5,3,5,5,3,4,49,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,4,7,4,1,4,4,4,4,10,5
gay,3,5,4,4,4,3,4,4,72,5
gay,1,7,1,7,4,1,1,1,15,3
gay,1,7,1,7,4,1,1,4,13,1
gay,1,7,1,2,4,1,1,3,10,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,1,7,4,1,1,7,20,1
gay,5,4,3,4,4,3,5,4,38,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,2,7,2,4,4,2,1,5,15,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,1,7,1,7,4,1,1,4,10,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,2,3,4,1,1,4,5,3
gay,7,7,1,4,4,4,7,2,7,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,1,1,4,1,1,1,12,3
gay,1,7,4,4,4,1,1,5,7,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,1,4,4,1,1,1,30,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,2,6,4,2,1,2,10,5
gay,1,5,1,2,4,6,5,3,35,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,1,5,4,4,1,2,65,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,1,6,4,1,1,3,8,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,1,7,3,5,4,1,1,7,50,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,2,7,1,4,4,1,2,3,10,3
gay,3,6,5,2,4,2,5,5,8,6
gay,1,7,2,4,4,2,1,3,10,5
gay,1,7,1,5,4,2,1,1,15,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,3,1,3,4,4,5,3,7,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,3,7,2,2,4,1,7,4,30,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,7,2,6,4,2,1,3,40,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,6,2,3,4,3,1,4,20,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,1,4,4,1,1,1,20,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,6,6,6,4,4,4,7,7,10,6
gay,1,7,1,5,4,1,1,3,24,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,4,7,4,1,1,4,5,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,3,6,4,1,1,4,10,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,5,2,5,4,3,4,4,11,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,4,7,1,1,4,5,4,1,14,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,1,6,4,1,1,2,12,1
gay,1,7,4,5,4,1,1,4,30,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,1,7,1,7,4,2,1,3,28,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,4,6,5,3,5,5,4,5,10,3
gay,1,7,2,5,4,1,3,3,52,2
gay,3,5,5,2,4,5,3,5,36,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,4,6,4,1,1,4,18,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
gay,5,5,5,4,4,4,7,3,3,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,1,7,4,1,4,1,1,1,19,6
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,3,7,4,1,1,3,30,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
gay,1,6,3,5,3,2,5,3,5,6
gay,1,7,2,4,4,1,1,4,13,2
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,1,7,1,4,1,1,1,4,53,4
gay,1,7,2,6,4,2,1,5,41,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
gay,1,7,3,6,4,1,1,4,30,1
gay,1,7,1,7,4,1,1,1,10,1
